title,slug,content_level,content_type,buyer_stage,monetization_fit,priority_score,priority_band,source_theme,source_cluster,repeated_across_queries,evidence_hits,keyword_hint,angle,recommended_cta,existing_overlap,status
Plant Watering While Away: Indoor vs. Outdoor Tips,plant-watering-while-away-indoor-vs-outdoor-tips,L2 money page,comparison,buyer,high,10.5,P4,Timers and automation,Plant Watering While Away: Indoor vs. Outdoor Tips,1,1,"mixed, has, outdoor, tips, away, collection",Problem-first travel guide with timer/reservoir/backup options.,"Bridge into reservoir, timer, and no-faucet setup product pages.",new,candidate
What to Do if Your Rental Balcony Pools Water,what-to-do-if-your-rental-balcony-pools-water,L2 money page,guide,solution-aware,high,10.5,P4,Drip setup and expansion,What to Do if Your Rental Balcony Pools Water,1,1,"steps, rental, pools, renters","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Why Smart Hose Timers Are Game-Changers for Apartment Gardeners,why-smart-hose-timers-are-game-changers-for-apartment-gardeners,L3 support / problem solver,problem-solver,buyer,high,10.5,P4,No tap / renter constraints,Why Smart Hose Timers Are Game-Changers for Apartment Gardeners,1,1,"benefits, why, limited, space, hose, timers","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Automatic Watering Without Electricity: DIY Options That Work,automatic-watering-without-electricity-diy-options-that-work,L3 support / problem solver,problem-solver,problem-aware,medium,10.0,P4,Budget DIY watering,Automatic Watering Without Electricity: DIY Options That Work,1,1,"automatic, electricity, diy, options, work, passive",Show the cheapest setups that still work without making the page junky.,Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Balcony Watering System: Drip Irrigation vs. Timer vs. Self-Watering,balcony-watering-system-drip-irrigation-vs-timer-vs-self-watering,L3 support / problem solver,comparison,buyer,high,10.0,P4,Hose / soaker options,Balcony Watering System: Drip Irrigation vs. Timer vs. Self-Watering,1,1,"self, timer, methods, drip, different, irrigation","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Battery-Powered Hose Timers for Balcony Watering: Setup Guide,battery-powered-hose-timers-for-balcony-watering-setup-guide,L2 money page,guide,buyer,high,10.0,P4,Hose / soaker options,Battery-Powered Hose Timers for Balcony Watering: Setup Guide,1,1,"setup, hose, installation, timer, timers, easy","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Best Automatic Watering for Small Patios and Balconies,best-automatic-watering-for-small-patios-and-balconies,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Automatic Watering for Small Patios and Balconies,1,1,"automatic, space, find, patios, solutions, small","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Balcony Waterproofing Solutions for Drainage,best-balcony-waterproofing-solutions-for-drainage,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Balcony Waterproofing Solutions for Drainage,1,1,"long, drainage, term, waterproofing, solutions, fixes","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Container Plants for Minimal Watering,best-container-plants-for-minimal-watering,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Container Plants for Minimal Watering,1,1,"alternatives, maintenance, minimal, low","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Container Size and Material for Balcony Gardens,best-container-size-and-material-for-balcony-gardens,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Container Size and Material for Balcony Gardens,1,1,"pots, size, right, material, choosing","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Plants for Balconies With Inconsistent Watering,best-plants-for-balconies-with-inconsistent-watering,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Plants for Balconies With Inconsistent Watering,1,1,"inconsistent, maintenance, selection, low","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Portable Water Container for Balcony Gardening,best-portable-water-container-for-balcony-gardening,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Portable Water Container for Balcony Gardening,1,1,"solution, portable, mobile, gardening","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Self-Watering Planters for Different Plant Sizes,best-self-watering-planters-for-different-plant-sizes,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Self-Watering Planters for Different Plant Sizes,1,1,"planters, match, needs, different, sizes, self","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Watering System for Balcony Plants in Hot Weather,best-watering-system-for-balcony-plants-in-hot-weather,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Best Watering System for Balcony Plants in Hot Weather,1,1,"specific, hot, solutions, weather, climate","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Bluetooth Hose Timers: Can You Really Control Them From Your Phone?,bluetooth-hose-timers-can-you-really-control-them-from-your-phone,L3 support / problem solver,guide,buyer,high,10.0,P4,Hose / soaker options,Bluetooth Hose Timers: Can You Really Control Them From Your Phone?,1,1,"them, hose, remote, timers, phone, capabilities","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Can a Basic Hose Timer Handle Multiple Drip Lines?,can-a-basic-hose-timer-handle-multiple-drip-lines,L3 support / problem solver,guide,buyer,high,10.0,P4,Hose / soaker options,Can a Basic Hose Timer Handle Multiple Drip Lines?,1,1,"capacity, hose, basic, questions, timer, multiple","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Can You Build a Watering System From Old Buckets and Supplies?,can-you-build-a-watering-system-from-old-buckets-and-supplies,L3 support / problem solver,guide,buyer,high,10.0,P4,Budget DIY watering,Can You Build a Watering System From Old Buckets and Supplies?,1,1,"build, buckets, old, upcycling, supplies, care",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Can You Leave Your Garden Alone? Automatic Watering While on Vacation,can-you-leave-your-garden-alone-automatic-watering-while-on-vacation,L3 support / problem solver,problem-solver,problem-aware,medium,10.0,P4,Vacation / away watering,Can You Leave Your Garden Alone? Automatic Watering While on Vacation,1,1,"maintain, automatic, vacation, leave, traveling, alone",Problem-first travel guide with timer/reservoir/backup options.,"Bridge into reservoir, timer, and no-faucet setup product pages.",new,candidate
Can You Mix Different Watering Methods on One Balcony?,can-you-mix-different-watering-methods-on-one-balcony,L3 support / problem solver,guide,solution-aware,high,10.0,P4,Hose / soaker options,Can You Mix Different Watering Methods on One Balcony?,1,1,"automatic, combining, systems, one, mix, methods","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Can You Overwater Plants Before Vacation?,can-you-overwater-plants-before-vacation,L3 support / problem solver,problem-solver,problem-aware,medium,10.0,P4,Vacation / away watering,Can You Overwater Plants Before Vacation?,1,1,"vacation, overwater, pre, strategy, trip, before",Problem-first travel guide with timer/reservoir/backup options.,"Bridge into reservoir, timer, and no-faucet setup product pages.",new,candidate
Can You Use a Bucket System to Water Multiple Containers?,can-you-use-a-bucket-system-to-water-multiple-containers,L3 support / problem solver,guide,buyer,high,10.0,P4,Budget DIY watering,Can You Use a Bucket System to Water Multiple Containers?,1,1,"bucket, multiple, simple, solutions, based",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Can You Use a Gravity Fed System for Indoor Potted Plants?,can-you-use-a-gravity-fed-system-for-indoor-potted-plants,L2 money page,guide,buyer,high,10.0,P4,Timers and automation,Can You Use a Gravity Fed System for Indoor Potted Plants?,1,1,"application, outdoor, potted, gravity, fed, indoor","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Can You Use Inverted Bottle Watering for All Plant Types?,can-you-use-inverted-bottle-watering-for-all-plant-types,L3 support / problem solver,guide,solution-aware,medium,10.0,P4,Budget DIY watering,Can You Use Inverted Bottle Watering for All Plant Types?,1,1,"trick, all, diy, learn, bottle, inverted",Show the cheapest setups that still work without making the page junky.,Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Can You Use One Hose Timer for Multiple Watering Zones?,can-you-use-one-hose-timer-for-multiple-watering-zones,L3 support / problem solver,guide,buyer,high,10.0,P4,Hose / soaker options,Can You Use One Hose Timer for Multiple Watering Zones?,1,1,"coverage, expanding, hose, timer, one, multiple","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Can You Use Reclaimed Materials to Build a Watering System?,can-you-use-reclaimed-materials-to-build-a-watering-system,L3 support / problem solver,guide,buyer,high,10.0,P4,Budget DIY watering,Can You Use Reclaimed Materials to Build a Watering System?,1,1,"build, recycled, diy, found, items, using",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Can You Use Wine Bottles or Soda Bottles for Plant Watering?,can-you-use-wine-bottles-or-soda-bottles-for-plant-watering,L3 support / problem solver,guide,solution-aware,medium,10.0,P4,Budget DIY watering,Can You Use Wine Bottles or Soda Bottles for Plant Watering?,1,1,"diy, bottles, bottle, soda, solutions, wine",Show the cheapest setups that still work without making the page junky.,Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
DIY Plant Watering Spike System,diy-plant-watering-spike-system,L3 support / problem solver,guide,buyer,high,10.0,P4,Budget DIY watering,DIY Plant Watering Spike System,1,1,"spike, diy, based",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
DIY Watering System Using 5-Gallon Buckets,diy-watering-system-using-5-gallon-buckets,L3 support / problem solver,guide,buyer,high,10.0,P4,Budget DIY watering,DIY Watering System Using 5-Gallon Buckets,1,1,"diy, buckets, gallon, bucket, using, simple",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Do You Really Need a Timer for Drip Irrigation?,do-you-really-need-a-timer-for-drip-irrigation,L3 support / problem solver,guide,buyer,high,10.0,P4,Hose / soaker options,Do You Really Need a Timer for Drip Irrigation?,1,1,"essential, understanding, timers, timer, systems, drip","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Drip Irrigation for Balcony Plants Without Tap Water,drip-irrigation-for-balcony-plants-without-tap-water,L3 support / problem solver,problem-solver,problem-aware,high,10.0,P4,Drip setup and expansion,Drip Irrigation for Balcony Plants Without Tap Water,1,1,"tap, drip, method, efficient, irrigation","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Drip Irrigation for Raised Beds: Timer Setup Guide,drip-irrigation-for-raised-beds-timer-setup-guide,L2 money page,guide,buyer,high,10.0,P4,Hose / soaker options,Drip Irrigation for Raised Beds: Timer Setup Guide,1,1,"beds, setup, installing, timer, timers, systems","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Drip Irrigation Timer Setup for Beginners,drip-irrigation-timer-setup-for-beginners,L3 support / problem solver,guide,buyer,high,10.0,P4,Hose / soaker options,Drip Irrigation Timer Setup for Beginners,1,1,"setup, timer, automate, timers, beginners, drip","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Gateway Required? Understanding Wireless Hose Timer Requirements,gateway-required-understanding-wireless-hose-timer-requirements,L3 support / problem solver,guide,buyer,high,10.0,P4,Hose / soaker options,Gateway Required? Understanding Wireless Hose Timer Requirements,1,1,"confusion, gateway, required, wireless, setup, requirements","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
How Often Should You Refill a Gravity Fed Plant Watering System?,how-often-should-you-refill-a-gravity-fed-plant-watering-system,L3 support / problem solver,problem-solver,buyer,high,10.0,P4,Budget DIY watering,How Often Should You Refill a Gravity Fed Plant Watering System?,1,1,"maintenance, refill, frequency, scheduling, gravity, fed",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
How to Choose Between Manual and Automatic Balcony Watering,how-to-choose-between-manual-and-automatic-balcony-watering,L3 support / problem solver,problem-solver,problem-aware,high,10.0,P4,Buyer guide: kits / systems,How to Choose Between Manual and Automatic Balcony Watering,1,1,"automatic, between, convenience, choose, manual, comparing","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Mulch Balcony Plant Containers to Retain Water,how-to-mulch-balcony-plant-containers-to-retain-water,L3 support / problem solver,problem-solver,problem-aware,high,10.0,P4,Buyer guide: kits / systems,How to Mulch Balcony Plant Containers to Retain Water,1,1,"retain, retention, mulch, techniques","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Set Up Rainbird Balcony Irrigation Kit,how-to-set-up-rainbird-balcony-irrigation-kit,L3 support / problem solver,problem-solver,buyer,high,10.0,P4,Watering frequency and schedules,How to Set Up Rainbird Balcony Irrigation Kit,1,1,"product, rainbird, set, kit, specific, setup","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
How to Water Tall Potted Plants Automatically on Your Balcony,how-to-water-tall-potted-plants-automatically-on-your-balcony,L3 support / problem solver,problem-solver,problem-aware,low,10.0,P4,Watering frequency and schedules,How to Water Tall Potted Plants Automatically on Your Balcony,1,1,"tall, potted, timers, automatically, reaching, elevated","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Moisture Sensors With Hose Timers: Essential or Overkill?,moisture-sensors-with-hose-timers-essential-or-overkill,L3 support / problem solver,guide,buyer,high,10.0,P4,Hose / soaker options,Moisture Sensors With Hose Timers: Essential or Overkill?,1,1,"moisture, hose, essential, advanced, timer, timers","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Plant Watering Schedule: What to Do Before Leaving Home,plant-watering-schedule-what-to-do-before-leaving-home,L2 money page,technical-guide,solution-aware,high,10.0,P4,Buyer guide: kits / systems,Plant Watering Schedule: What to Do Before Leaving Home,1,1,"schedule, pre, trip, before, checklist, home","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Preparing Your Balcony Plants for Extended Time Away,preparing-your-balcony-plants-for-extended-time-away,L3 support / problem solver,problem-solver,problem-aware,medium,10.0,P4,Vacation / away watering,Preparing Your Balcony Plants for Extended Time Away,1,1,"extended, time, vacation, wants, pre, preparing",Problem-first travel guide with timer/reservoir/backup options.,"Bridge into reservoir, timer, and no-faucet setup product pages.",new,candidate
Should I Be Concerned About Water Pooling on My Balcony?,should-i-be-concerned-about-water-pooling-on-my-balcony,L3 support / problem solver,problem-solver,problem-aware,medium,10.0,P4,Vacation / away watering,Should I Be Concerned About Water Pooling on My Balcony?,1,1,"pooling, safety, health, questions, concerned, about","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Soaker Hoses vs. Drip Irrigation: Which Needs a Timer?,soaker-hoses-vs-drip-irrigation-which-needs-a-timer,L3 support / problem solver,comparison,buyer,high,10.0,P4,Hose / soaker options,Soaker Hoses vs. Drip Irrigation: Which Needs a Timer?,1,1,"hoses, soaker, timer, method, options, which","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Soil Types That Work Best with Balcony Drip Irrigation,soil-types-that-work-best-with-balcony-drip-irrigation,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,Soil Types That Work Best with Balcony Drip Irrigation,1,1,"drip, optimize, work, soil, automated, types","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Watering Balcony Plants: Hose Timer Setup Guide,watering-balcony-plants-hose-timer-setup-guide,L2 money page,guide,buyer,high,10.0,P4,Hose / soaker options,Watering Balcony Plants: Hose Timer Setup Guide,1,1,"setup, hose, learning, timer, timers, automation","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Watering Plants While on Vacation: Simple Solutions,watering-plants-while-on-vacation-simple-solutions,L3 support / problem solver,problem-solver,problem-aware,medium,10.0,P4,Vacation / away watering,Watering Plants While on Vacation: Simple Solutions,1,1,"alive, vacation, being, home, keeping, simple",Problem-first travel guide with timer/reservoir/backup options.,"Bridge into reservoir, timer, and no-faucet setup product pages.",new,candidate
Watering Schedule Tips for Hose Timer Users,watering-schedule-tips-for-hose-timer-users,L3 support / problem solver,technical-guide,buyer,high,10.0,P4,Hose / soaker options,Watering Schedule Tips for Hose Timer Users,1,1,"settings, schedule, optimizing, hose, timer, users","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Weekend Getaway? How Hose Timers Give You Peace of Mind,weekend-getaway-how-hose-timers-give-you-peace-of-mind,L3 support / problem solver,problem-solver,buyer,high,10.0,P4,Hose / soaker options,Weekend Getaway? How Hose Timers Give You Peace of Mind,1,1,"give, mind, automatic, hose, peace, systems",Problem-first travel guide with timer/reservoir/backup options.,Link to recommended products and core buyer guides.,new,candidate
What's the Best Automatic Watering System for Succulents and Cacti?,what-s-the-best-automatic-watering-system-for-succulents-and-cacti,L2 money page,buyer-guide,buyer,high,10.0,P4,Buyer guide: kits / systems,What's the Best Automatic Watering System for Succulents and Cacti?,1,1,"specific, automatic, cacti, succulents, needs, type","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Ziplock Bag Method for Watering Plants While Away,ziplock-bag-method-for-watering-plants-while-away,L3 support / problem solver,problem-solver,problem-aware,medium,10.0,P4,Vacation / away watering,Ziplock Bag Method for Watering Plants While Away,1,1,"vacation, hack, ziplock, away, bag, method",Problem-first travel guide with timer/reservoir/backup options.,"Bridge into reservoir, timer, and no-faucet setup product pages.",new,candidate
Automatic Watering for Apartment Dwellers: What Are My Options?,automatic-watering-for-apartment-dwellers-what-are-my-options,L3 support / problem solver,guide,solution-aware,medium,9.5,P4,No tap / renter constraints,Automatic Watering for Apartment Dwellers: What Are My Options?,1,1,"limited, automatic, spaces, dwellers, options, renters","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Automatic Watering for Succulents in Pots: Will It Kill Them?,automatic-watering-for-succulents-in-pots-will-it-kill-them,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Automatic Watering for Succulents in Pots: Will It Kill Them?,1,1,"will, kill, pots, them, understand, automatic","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Balcony Watering System for Renters: What You Need to Know,balcony-watering-system-for-renters-what-you-need-to-know,L3 support / problem solver,guide,buyer,high,9.5,P4,No tap / renter constraints,Balcony Watering System for Renters: What You Need to Know,1,1,"non, know, renters, invasive, temporary, solutions","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Bathtub Plant Watering Trick: Does It Really Work?,bathtub-plant-watering-trick-does-it-really-work,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Bathtub Plant Watering Trick: Does It Really Work?,1,1,"popular, trick, work, bathtub, considering, method","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Best Solution for Watering Plants on a Small Balcony,best-solution-for-watering-plants-on-a-small-balcony,L2 money page,buyer-guide,buyer,high,9.5,P4,Drip setup and expansion,Best Solution for Watering Plants on a Small Balcony,1,1,"space, options, solution, small, efficient","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Time to Water Balcony Plants,best-time-to-water-balcony-plants,L2 money page,buyer-guide,buyer,high,9.5,P4,Drip setup and expansion,Best Time to Water Balcony Plants,1,1,"health, optimizing, time","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Way to Water Very Tall Hanging Plants on Balconies,best-way-to-water-very-tall-hanging-plants-on-balconies,L2 money page,buyer-guide,buyer,high,9.5,P4,Drip setup and expansion,Best Way to Water Very Tall Hanging Plants on Balconies,1,1,"tall, hard, hanging, way, solutions, reach","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Best Ways to Drain Standing Water From a Balcony,best-ways-to-drain-standing-water-from-a-balcony,L2 money page,buyer-guide,buyer,high,9.5,P4,Drip setup and expansion,Best Ways to Drain Standing Water From a Balcony,1,1,"standing, drain, ways, existing, fixes, quick","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
Can I Use Gray Water to Water Balcony Plants,can-i-use-gray-water-to-water-balcony-plants,L2 money page,guide,solution-aware,high,9.5,P4,Drip setup and expansion,Can I Use Gray Water to Water Balcony Plants,1,1,"gray, option, recycled","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Can You Install a Watering System in a Rental?,can-you-install-a-watering-system-in-a-rental,L3 support / problem solver,guide,buyer,high,9.5,P4,Budget DIY watering,Can You Install a Watering System in a Rental?,1,1,"rights, understanding, options, rental, install, renter",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Clay Pot Watering Spikes: Do They Actually Work?,clay-pot-watering-spikes-do-they-actually-work,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Clay Pot Watering Spikes: Do They Actually Work?,1,1,"devices, they, spike, spikes, clay, pot","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Does Self-Leveling Compound Work for Balcony Drainage?,does-self-leveling-compound-work-for-balcony-drainage,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Does Self-Leveling Compound Work for Balcony Drainage?,1,1,"compound, leveling, drainage, specific, work, solutions","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Drip Irrigation Spacing and Flow Rate: Getting It Right,drip-irrigation-spacing-and-flow-rate-getting-it-right,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Drip Irrigation Spacing and Flow Rate: Getting It Right,1,1,"flow, rate, spacing, optimize, getting, drip","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Hose Timer Installation: What Could Go Wrong?,hose-timer-installation-what-could-go-wrong,L3 support / problem solver,guide,buyer,high,9.5,P4,General balcony/container watering,Hose Timer Installation: What Could Go Wrong?,1,1,"mistakes, hose, timer, solutions, common, installation","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
How Long Will a Gravity Fed System Keep Plants Watered?,how-long-will-a-gravity-fed-system-keep-plants-watered,L3 support / problem solver,problem-solver,buyer,high,9.5,P4,No tap / renter constraints,How Long Will a Gravity Fed System Keep Plants Watered?,1,1,"long, will, capacity, refill, frequency, watered","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
How to Adjust Drip Irrigation Water Output for Different Plant Types,how-to-adjust-drip-irrigation-water-output-for-different-plant-types,L3 support / problem solver,problem-solver,problem-aware,high,9.5,P4,Drip setup and expansion,How to Adjust Drip Irrigation Water Output for Different Plant Types,1,1,"adjust, output, customize, various, drip, different","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
How to Communicate Balcony Drainage Issues to Your Building Manager,how-to-communicate-balcony-drainage-issues-to-your-building-manager,L3 support / problem solver,problem-solver,problem-aware,medium,9.5,P4,No tap / renter constraints,How to Communicate Balcony Drainage Issues to Your Building Manager,1,1,"building, drainage, manager, communication, renter, guide","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Create Better Drainage on a Flat Balcony,how-to-create-better-drainage-on-a-flat-balcony,L3 support / problem solver,comparison,buyer,high,9.5,P4,Drip setup and expansion,How to Create Better Drainage on a Flat Balcony,1,1,"create, drainage, flaws, fixing, design, flat","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
How to Design a Drip System for Multiple Balcony Pots,how-to-design-a-drip-system-for-multiple-balcony-pots,L3 support / problem solver,problem-solver,buyer,high,9.5,P4,Drip setup and expansion,How to Design a Drip System for Multiple Balcony Pots,1,1,"planning, pots, multiple, design, drip, layout","Technical setup guide with clear parts, limits, and troubleshooting notes.",Link to recommended products and core buyer guides.,new,candidate
How to Improve Balcony Drainage Without Major Renovation,how-to-improve-balcony-drainage-without-major-renovation,L3 support / problem solver,problem-solver,problem-aware,high,9.5,P4,Drip setup and expansion,How to Improve Balcony Drainage Without Major Renovation,1,1,"renovation, upgrades, drainage, improve, simple, major","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
How to Water Plants on a High-Rise Balcony,how-to-water-plants-on-a-high-rise-balcony,L3 support / problem solver,problem-solver,problem-aware,high,9.5,P4,Drip setup and expansion,How to Water Plants on a High-Rise Balcony,1,1,"solution, rise, practical, high","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Humidity Control and Watering for Balcony Plants,humidity-control-and-watering-for-balcony-plants,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Humidity Control and Watering for Balcony Plants,1,1,"environmental, factors, control, humidity","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Indoor Water Source for Balcony Watering,indoor-water-source-for-balcony-watering,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Indoor Water Source for Balcony Watering,1,1,"source, connecting, inside, outside, indoor","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Setting Up Drip Irrigation With a Timer in 30 Minutes,setting-up-drip-irrigation-with-a-timer-in-30-minutes,L3 support / problem solver,guide,buyer,high,9.5,P4,Watering frequency and schedules,Setting Up Drip Irrigation With a Timer in 30 Minutes,1,1,"setting, timer, minutes, drip, solutions, installation","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Smart Home Watering: Automating Your Balcony Garden with Alexa,smart-home-watering-automating-your-balcony-garden-with-alexa,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Smart Home Watering: Automating Your Balcony Garden with Alexa,1,1,"automating, enabled, tech, smart, home, solutions","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Water Catchment System for Balcony Plant Irrigation,water-catchment-system-for-balcony-plant-irrigation,L2 money page,guide,buyer,high,9.5,P4,Buyer guide: kits / systems,Water Catchment System for Balcony Plant Irrigation,1,1,"catchment, harvesting, rainwater, irrigation","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
